 numangles= 181
  g= 6.29672D-01
   scat. angle           m2               m1              s21              d21           phase func.      polarization  
    1.4900D+02       2.5862D-01       8.8886D-02      -3.7621D-02       4.0909D-02       1.7375D-01      -4.8843D-01
    1.5000D+02       2.5684D-01       8.8822D-02      -4.7567D-02       4.3515D-02       1.7283D-01      -4.8607D-01
    1.5100D+02       2.5512D-01       8.9430D-02      -5.7695D-02       4.5761D-02       1.7227D-01      -4.8088D-01
    1.5200D+02       2.5349D-01       9.0740D-02      -6.7962D-02       4.7622D-02       1.7211D-01      -4.7279D-01
    1.5300D+02       2.5197D-01       9.2777D-02      -7.8325D-02       4.9073D-02       1.7237D-01      -4.6177D-01
    1.5400D+02       2.5058D-01       9.5551D-02      -8.8737D-02       5.0100D-02       1.7307D-01      -4.4790D-01
    1.5500D+02       2.4935D-01       9.9068D-02      -9.9155D-02       5.0691D-02       1.7421D-01      -4.3133D-01
    1.5600D+02       2.4829D-01       1.0332D-01      -1.0953D-01       5.0841D-02       1.7580D-01      -4.1230D-01
    1.5700D+02       2.4740D-01       1.0829D-01      -1.1983D-01       5.0553D-02       1.7785D-01      -3.9111D-01
    1.5800D+02       2.4670D-01       1.1394D-01      -1.2999D-01       4.9835D-02       1.8032D-01      -3.6811D-01
    1.5900D+02       2.4620D-01       1.2025D-01      -1.3999D-01       4.8702D-02       1.8322D-01      -3.4370D-01
    1.6000D+02       2.4588D-01       1.2715D-01      -1.4977D-01       4.7174D-02       1.8652D-01      -3.1830D-01
    1.6100D+02       2.4576D-01       1.3459D-01      -1.5930D-01       4.5280D-02       1.9017D-01      -2.9230D-01
    1.6200D+02       2.4582D-01       1.4249D-01      -1.6854D-01       4.3051D-02       1.9415D-01      -2.6611D-01
    1.6300D+02       2.4605D-01       1.5078D-01      -1.7746D-01       4.0527D-02       1.9841D-01      -2.4010D-01
    1.6400D+02       2.4644D-01       1.5936D-01      -1.8602D-01       3.7749D-02       2.0290D-01      -2.1459D-01
    1.6500D+02       2.4697D-01       1.6815D-01      -1.9420D-01       3.4764D-02       2.0756D-01      -1.8988D-01
    1.6600D+02       2.4763D-01       1.7705D-01      -2.0196D-01       3.1624D-02       2.1234D-01      -1.6621D-01
    1.6700D+02       2.4839D-01       1.8594D-01      -2.0928D-01       2.8379D-02       2.1716D-01      -1.4378D-01
    1.6800D+02       2.4923D-01       1.9473D-01      -2.1614D-01       2.5086D-02       2.2198D-01      -1.2274D-01
    1.6900D+02       2.5012D-01       2.0331D-01      -2.2252D-01       2.1799D-02       2.2671D-01      -1.0323D-01
    1.7000D+02       2.5104D-01       2.1157D-01      -2.2839D-01       1.8572D-02       2.3131D-01      -8.5311D-02
    1.7100D+02       2.5197D-01       2.1941D-01      -2.3375D-01       1.5462D-02       2.3569D-01      -6.9060D-02
    1.7200D+02       2.5288D-01       2.2673D-01      -2.3857D-01       1.2518D-02       2.3980D-01      -5.4509D-02
    1.7300D+02       2.5374D-01       2.3343D-01      -2.4286D-01       9.7919D-03       2.4359D-01      -4.1680D-02
    1.7400D+02       2.5454D-01       2.3943D-01      -2.4659D-01       7.3284D-03       2.4699D-01      -3.0579D-02
    1.7500D+02       2.5525D-01       2.4465D-01      -2.4976D-01       5.1693D-03       2.4995D-01      -2.1206D-02
    1.7600D+02       2.5586D-01       2.4902D-01      -2.5236D-01       3.3507D-03       2.5244D-01      -1.3554D-02
    1.7700D+02       2.5635D-01       2.5248D-01      -2.5439D-01       1.9035D-03       2.5442D-01      -7.6160D-03
    1.7800D+02       2.5671D-01       2.5498D-01      -2.5584D-01       8.5199D-04       2.5585D-01      -3.3821D-03
    1.7900D+02       2.5693D-01       2.5650D-01      -2.5672D-01       2.1390D-04       2.5672D-01      -8.4510D-04
    1.8000D+02       2.5701D-01       2.5701D-01      -2.5701D-01       2.9258D-18       2.5701D-01      -1.0800D-16
